mobilenet_quant_v1_224.tflite;demo.google.firebase.samples.apps.mlkit_2018-05-17;tflite;IMAGE;;
mobilenet_v2_1_0_224_frozen.pb;ai.fritz.heartbeat_2019-04-25;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
model_05_16_128.tflite;com.modiface.loreal.stylemyhair_2019-05-03;tflite;IMAGE;;
model_FeedForward_200.pb;horse.schvung.equilab_2019-04-29;tensorflow;IMAGE;input_tf_input;Variable_16
model_FeedForward_common_51.pb;horse.schvung.equilab_2019-04-29;tensorflow;IMAGE;input_tf_input;Variable_16
model_FeedForward_icelandic_51.pb;horse.schvung.equilab_2019-04-29;tensorflow;IMAGE;input_tf_input;Variable_16
model_FeedForward_jumping_51.pb;horse.schvung.equilab_2019-04-29;tensorflow;IMAGE;input_tf_input;Variable_16
model_people.tflite;com.energysh.onlinecamera1_1214;tflite;IMAGE;;
model_people.tflite;com.energysh.quickarte_4;tflite;IMAGE;;
model_sky.tflite;com.energysh.onlinecamera1_1214;tflite;IMAGE;;
model_sky.tflite;com.energysh.quickarte_4;tflite;IMAGE;;
model_v13_q.tflite;com.jrj.androidtop;tflite;IMAGE;;
model-v6_2.tflite;com.fenbi.android.solar_10120099;tflite;IMAGE;;
model.tflite;cn.funtalk.miao_5993;tflite;IMAGE;;
model.tflite;com.didiglobal.driver.au;tflite;IMAGE;;
model.tflite;com.energysh.okcut;tflite;IMAGE;;
model.tflite;com.fenbi.android.leo_2480099;tflite;IMAGE;;
model.tflite;com.fenbi.android.leo_2480099;tflite;IMAGE;;
model.tflite;com.yondor.student_340200;tflite;IMAGE;;
model.tflite;ru.photostrana.mobile_2019-07-23;tflite;IMAGE;;
models_output_bias.tflite;com.campmobile.snow_2019-07-23;tflite;IMAGE;;
models_output_bias.tflite;com.campmobile.snow_2019-09-11;tflite;IMAGE;;
models_output_bias.tflite;com.linecorp.b612.android_2019-07-24;tflite;IMAGE;;
models_output_bias.tflite;com.linecorp.b612.android_2019-09-11;tflite;IMAGE;;
motionDetecter.pb;cn.runagain.run_80;tensorflow;IMAGE;x_input=y_input;y_output
mtcnn_freezed_model.pb;com.optimaxInvestments.GlassesUSA;tensorflow;IMAGE;pnet/input=rnet/input=onet/input;onet/conv6-3/conv6-3
mtcnn_freezed_model.pb;com.optimaxInvestments.GlassesUSA;tensorflow;IMAGE;pnet/input=rnet/input=onet/input;onet/conv6-3/conv6-3
mtcnn_freezed_model.pb;qmcx.com.trackercamera_30;tensorflow;IMAGE;pnet/input=rnet/input=onet/input;onet/conv6-3/conv6-3
multi_person_mobilenet_v1_075_float_optimized.pb;ai.fritz.heartbeat_2019-04-25;tensorflow;IMAGE;input_1;segment_conv/BiasAdd
multiclass_seg_init_net.pb;com.facebook.arstudio.player;tensorflow;IMAGE;;
multiclass_seg_predict_net.pb;com.facebook.arstudio.player;tensorflow;IMAGE;;
net1_1.tflite;com.feiyutech.gimbalCamera_354;tflite;IMAGE;;
net1_3_2.tflite;com.feiyutech.gimbalCamera_354;tflite;IMAGE;;
nhd8kloo.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nhd8kloo.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nnamfco3_025.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nnamfco3_025.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nobomm6c.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nobomm6c.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nq257mmc.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nq257mmc.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nsfw.tflite;cn.com.faceapp.face_4;tflite;IMAGE;;
nsfw.tflite;cn.com.miaoping.face_9;tflite;IMAGE;;
nsfw.tflite;com.sudyapp_126;tflite;IMAGE;;
nus3rdyi_025.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
nus3rdyi_025.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
object_detect.tflite;com.kada.camera.android_208;tflite;IMAGE;;
ocnzc9mp.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
ocnzc9mp.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
oeyvgadt.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
